"id","company","repository","stage","round_size","year","month","lead_investor","has_repo","has_github","github_name","date","link"
"123","Databricks","https://github.com/apache/spark","Growth","1600.00","2021","9","Morgan Stanley","1","1","apache/spark","2021-09-01 00:00:00","https://databricks.com/company/newsroom/press-releases/databricks-raises-1-6-billion-series-h-investment-at-38-billion-valuation"
"124","Databricks","https://github.com/apache/spark","G","1000.00","2021","2","Franklin Templeton","1","1","apache/spark","2021-02-01 00:00:00","https://www.zdnet.com/article/databricks-champion-of-data-lakehouse-model-closes-1b-series-g-funding-round/"
"125","DataStax","https://github.com/apache/cassandra","Growth","115.00","2022","6","Goldman Sachs","1","1","apache/cassandra","2022-06-01 00:00:00","https://www.datastax.com/press-release/datastax-secures-usd115-million-investment-led-by-goldman-sachs-asset-management"
"126","DataStax","https://github.com/apache/cassandra","Growth","50.00","2021","5","Goldman Sachs","1","1","apache/cassandra","2021-05-01 00:00:00","https://www.datastax.com/blog/building-momentum-goldman-sachs"
"127","dbt labs","https://github.com/dbt-labs/dbt-core","B","29.50","2020","11","Sequoia Capital","1","1","dbt-labs/dbt-core","2020-11-01 00:00:00","https://blog.getdbt.com/fishtown-analytics-announces-29-5m-fundraise/"
"128","dbt labs","https://github.com/dbt-labs/dbt-core","A","13.00","2020","4","Andreessen Horowitz","1","1","dbt-labs/dbt-core","2020-04-01 00:00:00","https://blog.getdbt.com/fishtown-analytics-announces-12-9m-fundraise/"
"129","dbt labs","https://github.com/dbt-labs/dbt-core","D","222.00","2022","2","Altimeter","1","1","dbt-labs/dbt-core","2022-02-01 00:00:00","https://blog.getdbt.com/next-layer-of-the-modern-data-stack/"
"130","dbt labs","https://github.com/dbt-labs/dbt-core","C","150.00","2021","6","Altimeter","1","1","dbt-labs/dbt-core","2021-06-01 00:00:00","https://blog.getdbt.com/of-the-community-by-the-community-for-the-community/"
"131","Deepset","https://github.com/deepset-ai/haystack","A","14.00","2022","4","GV","1","1","deepset-ai/haystack","2022-04-01 00:00:00","https://www.deepset.ai/blog/announcing-deepset-cloud"
"132","Dendron","Dendron","Seed","2.00","2021","4","FUSE","0","0","","2021-04-01 00:00:00","https://wiki.dendron.so/notes/8d6bb6c6-f2b5-4fb4-a7f0-1930b528051f/"
"133","Deno","https://github.com/denoland/deno","A","21.00","2022","6","Sequoia Capital","1","1","denoland/deno","2022-06-01 00:00:00","https://deno.com/blog/series-a"
"134","Deno","https://github.com/denoland/deno","Seed","4.90","2021","3","Four Rivers","1","1","denoland/deno","2021-03-01 00:00:00","https://deno.com/blog/the-deno-company"
"135","DGraph","https://github.com/dgraph-io/dgraph","Seed","6.00","2022","7","Venrock","1","1","dgraph-io/dgraph","2022-07-01 00:00:00","https://dgraph.io/blog/post/funding-20220720/"
"136","Digital Asset","https://github.com/digital-asset/daml","D","120.00","2021","4","7RIDGE","1","1","digital-asset/daml","2021-04-01 00:00:00","https://daml.com/blog/company/we-have-raised-120m-to-tackle-the-heart-of-the-problem/"
"137","Discourse","https://github.com/discourse/discourse","A","20.00","2021","8","Pace Capital","1","1","discourse/discourse","2021-08-01 00:00:00","https://blog.discourse.org/2021/08/discourse-series-a"
"138","Docker","https://github.com/containerd/containerd","B","23.00","2021","3","Tribe Capital","1","1","containerd/containerd","2021-03-01 00:00:00","https://www.docker.com/press-release/Docker-Series-B"
"139","Docker","https://github.com/containerd/containerd","C","105.00","2022","4","Bain Capital Ventures","1","1","containerd/containerd","2022-04-01 00:00:00","https://www.docker.com/blog/docker-raises-series-c-build-share-run/"
"140","Dremio","https://github.com/apache/arrow","D","135.00","2021","1","Sapphire Ventures","1","1","apache/arrow","2021-01-01 00:00:00","https://www.dremio.com/press-releases/dremio-raises-135-million-in-series-d-funding-to-drive-data-lake-transformation-for-global-enterprises/"
"141","Dremio","https://github.com/apache/arrow","C","70.00","2020","3","Insight Partners","1","1","apache/arrow","2020-03-01 00:00:00","https://www.dremio.com/press-releases/dremio-closes-70-million-in-growth-funding/"
"142","Dremio","https://github.com/apache/arrow","E","160.00","2022","1","Adams Street Partners","1","1","apache/arrow","2022-01-01 00:00:00","https://www.dremio.com/press-releases/dremio-doubles-valuation-to-2-billion-with-160m-investment-towards-reinventing-sql-for-data-lakes/"
"143","Earthly","https://github.com/earthly/earthly","Seed","2.00","2020","10","468 Capital","1","1","earthly/earthly","2020-10-01 00:00:00","https://www.businesswire.com/news/home/20201008005205/en/"
"144","Eclypsium","https://github.com/chipsec/chipsec","A","13.00","2020","10","AV8 Ventures","1","1","chipsec/chipsec","2020-10-01 00:00:00","https://eclypsium.com/2020/10/01/eclypsium-announces-13m-funding-round/"
"145","Efabless","https://efabless.com/open_shuttle_program","A","1.00","2022","1","New North Ventures","0","0","","2022-01-01 00:00:00","https://www.newelectronics.co.uk/electronics-news/efabless-series-a-1-funding-round-drives-open-source-enabled-chip-design/243553/"
"146","Element","https://github.com/matrix-org","B","30.00","2021","8","Protocol L abs, Metaplanet","0","1","matrix-org","2021-08-01 00:00:00","https://element.io/blog/element-raises-30m-as-matrix-explodes/"
"147","Elementl","https://github.com/dagster-io/dagster","A","15.00","2021","11","Index Ventures","1","1","dagster-io/dagster","2021-11-01 00:00:00","https://dagster.io/blog/decade-of-data"
"148","EngFlow","https://github.com/bazelbuild/bazel","Seed","3.70","2021","10","Andreessen Horowitz","1","1","bazelbuild/bazel","2021-10-01 00:00:00","https://techcrunch.com/2021/10/12/engflow-raises-3-7-million-seed-to-speed-up-compiling-of-large-code-projects/"
"149","Erxes","Erxes","Seed","2.70","2022","5","Fairmint","0","0","","2022-05-01 00:00:00","https://erxes.io/blog/posts/our-heartfelt-thanks"
"150","Esper","Android","B","30.00","2021","5","Scale VP","0","0","","2021-05-01 00:00:00","https://blog.esper.io/esper-announces-series-b-funding"
"151","Esper","Android","C","60.00","2021","10","Insight Partners","0","0","","2021-10-01 00:00:00","https://blog.esper.io/espers-series-c-round-doubling-down-on-devops-for-devices"
"152","Ethyca","https://github.com/ethyca/fides","A","7.50","2021","11","IA Ventures","1","1","ethyca/fides","2021-11-01 00:00:00","https://techcrunch.com/2021/11/03/ethyca-fides-privacy-codebase/"
"153","Exein","https://github.com/Exein-io","A","6.80","2021","9","Future Industry Ventures","0","1","Exein-io","2021-09-01 00:00:00","https://tech.eu/brief/roman-cybersecurity-company-exein-nets-e6-million-in-new-funding/"
"154","Explosion","https://github.com/explosion/spaCy","Seed","6.00","2021","9","SignalFire","1","1","explosion/spaCy","2021-09-01 00:00:00","https://explosion.ai/blog/weve-sold-5-percent-of-explosion"
"155","Faros","https://github.com/faros-ai/faros-community-edition","Seed","16.00","2022","3","SignalFire","1","1","faros-ai/faros-community-edition","2022-03-01 00:00:00","https://www.faros.ai/blog/we-raised-usd16m-to-drive-the-future-of-engineering-operations-join-us-on-this-exciting-journey"
"156","Fermyon","https://en.wikipedia.org/wiki/WebAssembly","Seed","6.00","2022","6","Amplify Partners","0","0","","2022-06-01 00:00:00","https://www.demandtalk.com/news/cloud-news/fermyon-raises-usd-6m-aims-to-reinvent-the-way-programmers-develop-microservices/"
"157","Fig","https://github.com/withfig/autocomplete","Seed","2.20","2021","8","General Catalyst","1","1","withfig/autocomplete","2021-08-01 00:00:00","https://techcrunch.com/2021/08/25/fig-raises-2-2m-to-supercharge-the-terminal/"
"158","FingerprintJS","https://github.com/fingerprintjs","A","8.00","2021","2","Nexus Venture Partners","0","1","fingerprintjs","2021-02-01 00:00:00","https://fingerprintjs.com/blog/series-a/"
"159","FingerprintJS","https://github.com/fingerprintjs","Seed","4.00","2020","10","Nexus Venture Partners","0","1","fingerprintjs","2020-10-01 00:00:00","https://techcrunch.com/2020/10/13/commercializing-the-open-source-fingerprintjs-browser-fingerprinting-tech-nabs-chicago-entrepreneur-4m/"
"160","FingerprintJS","https://github.com/fingerprintjs","B","32.00","2021","11","Craft Ventures","0","1","fingerprintjs","2021-11-01 00:00:00","https://venturebeat.com/2021/11/03/fraud-prevention-platform-fingerprintjs-lands-32m-to-launch-premium-services/"
"161","Fleet","https://github.com/osquery/osquery","A","20.00","2022","4","CRV","1","1","osquery/osquery","2022-04-01 00:00:00",""
"162","Fleet","https://github.com/osquery/osquery","Seed","5.00","2022","1","CRV","1","1","osquery/osquery","2022-01-01 00:00:00","https://blog.fleetdm.com/from-osquery-to-fleet-planting-the-seed-bb37fea9770d"
"163","Fly.io","https://github.com/superfly","B","25.00","2022","7","Andreessen Horowitz","0","1","superfly","2022-07-01 00:00:00","https://a16z.com/2022/07/28/investing-in-fly-io/"
"164","ForgeRock","https://github.com/OpenRock","E","93.50","2020","4","Riverwood Capital","0","1","OpenRock","2020-04-01 00:00:00","https://www.forgerock.com/about-us/press-releases/forgerock-surpasses-100m-arr-raises-935-million-fuel-next-wave-growth-cloud"
"165","Forta","https://github.com/forta-network/forta-node","A","23.00","2021","10","Andreessen Horowitz","1","1","forta-network/forta-node","2021-10-01 00:00:00","https://techcrunch.com/2021/09/30/forta-launches-with-23m-to-bring-better-security-to-smart-contracts/"
"166","Foxglove","https://github.com/foxglove/studio","Seed","3.70","2022","1","Amplify Partners","1","1","foxglove/studio","2022-01-01 00:00:00","https://foxglove.dev/blog/foxglove-raises-seed-funding-3.7M"
"167","Frappe","https://github.com/frappe/erpnext","Seed","1.40","2020","11","Rainmatter","1","1","frappe/erpnext","2020-11-01 00:00:00","https://frappe.io/blog/announcements/frappe-zerodha"
"168","Garden.io","https://github.com/garden-io/garden","A","16.00","2022","4","Sorenson Ventures, 468 Capital","1","1","garden-io/garden","2022-04-01 00:00:00","https://www.businesswire.com/news/home/20220330005139/en/Garden.io-Secures-16-Million-Series-A-to-Combat-Waste-in-Cloud-Development"
"169","Gatsby","https://github.com/gatsbyjs/gatsby","B","28.00","2020","5","Index Ventures","1","1","gatsbyjs/gatsby","2020-05-01 00:00:00","https://www.gatsbyjs.org/blog/2020-05-27-announcing-series-b-funding/"
"170","Gitcoin","Gitcoin","A","11.30","2021","4","Paradigm","0","0","","2021-04-01 00:00:00","https://gitcoin.co/blog/gitcoin-grows-treasury-to-accelerate-open-source/"
"171","GitGuardian","https://github.com/GitGuardian","B","44.00","2021","12","Eurazeo","0","1","GitGuardian","2021-12-01 00:00:00","https://blog.gitguardian.com/announcing-our-44m-fundraise-to-further-enable-the-appsec-shared-responsibility-model/"
"172","GitLab","GitLab","Growth","195.00","2021","1","OMERS ++","0","0","","2021-01-01 00:00:00","https://about.gitlab.com/blog/2021/10/14/gitlab-inc-takes-the-devops-platform-public/"
"173","Gitpod","https://github.com/gitpod-io/gitpod","A","13.00","2021","4","General Catalyst","1","1","gitpod-io/gitpod","2021-04-01 00:00:00","https://www.gitpod.io/blog/next-chapter-for-gitpod"
"174","Gradle","https://github.com/gradle/gradle","C","27.00","2021","12","Triangle Peak Partners","1","1","gradle/gradle","2021-12-01 00:00:00","https://gradle.com/press-media/gradle-inc-raises-27-million-in-series-c-funding-round/"
"175","Grafana Labs","https://github.com/grafana/grafana","C","220.00","2021","8","Sequoia Capital","1","1","grafana/grafana","2021-08-01 00:00:00","https://grafana.com/about/press/2021/08/24/grafana-labs-raises-220m-to-accelerate-global-adoption-and-development-of-open-source-visualization-and-observability-platform/"
"176","Grafana Labs","https://github.com/grafana/grafana","B","50.00","2020","8","Lightspeed","1","1","grafana/grafana","2020-08-01 00:00:00","https://grafana.com/about/press/2020-08-17-series-b-announcement/"
"177","Grafana Labs","https://github.com/grafana/grafana","D","240.00","2022","4","GIC","1","1","grafana/grafana","2022-04-01 00:00:00","https://grafana.com/blog/2022/04/06/grafana-labs-series-d/"
"178","Graphite","https://github.com/withgraphite/graphite-cli","A","20.00","2022","5","Andreessen Horowitz","1","1","withgraphite/graphite-cli","2022-05-01 00:00:00","https://graphite.dev/blog/post/EjK76U2pBbR7RGYBo21A"
"179","Gravitee","https://github.com/gravitee-io/gravitee-gateway","A","11.00","2021","7","Albion vC, Oxx","1","1","gravitee-io/gravitee-gateway","2021-07-01 00:00:00","https://venturebeat.com/2021/07/21/open-source-api-management-platform-gravitee-raises-11m/"
"180","Graylog","https://github.com/Graylog2/graylog2-server","Growth","18.00","2021","6","Harbert","1","1","Graylog2/graylog2-server","2021-06-01 00:00:00","https://venturebeat.com/2021/06/24/graylog-nabs-18m-to-manage-and-analyze-log-data/"
"181","Gretel","https://github.com/gretelai","A","12.00","2020","11","Greylock","0","1","gretelai","2020-11-01 00:00:00","https://gretel.ai/blog/gretel-ai-raises-12-million-in-series-a-to-safely-share-build-with-data"
"182","Gretel","https://github.com/gretelai","B","50.00","2021","10","Anthos Capital","0","1","gretelai","2021-10-01 00:00:00","https://gretel.ai/blog/why-privacy-by-design-matters-more-than-ever"
"183","Greymatter.io","https://github.com/envoyproxy/envoy","A","7.10","2022","4","Elsewhere Partners","1","1","envoyproxy/envoy","2022-04-01 00:00:00","https://greymatter.io/blog/greymatter-io-expands-to-address-microservices-boom/"
"184","Grid Al","https://github.com/Lightning-AI/lightning","A","18.60","2020","10","Index Ventures","1","1","Lightning-AI/lightning","2020-10-01 00:00:00","https://www.businesswire.com/news/home/20201008005227/en/Grid-AI-From-the-Makers-of-PyTorch-Lightning-Emerges-From-Stealth-With-18.6m-Series-A-to-Close-the-Gap-Between-AI-Research-and-Production"
"185","Grouparoo","https://github.com/grouparoo/grouparoo","Seed","3.00","2020","11","Eniac Ventures","1","1","grouparoo/grouparoo","2020-11-01 00:00:00","https://www.grouparoo.com/blog/seed-round"
"186","H2O.ai","https://github.com/h2oai/h2o-3","E","100.00","2021","11","Bank of Australia","1","1","h2oai/h2o-3","2021-11-01 00:00:00","https://venturebeat.com/2021/11/07/h2o-ai-secures-100m-lands-partnership-with-australian-bank/"
"187","Harness","https://github.com/harness/drone","D","230.00","2022","4","Norwest","1","1","harness/drone","2022-04-01 00:00:00","https://harness.io/blog/news/harness-valuation-soars-to-3-7-billion-with-230-million-in-series-d-funding/"
"188","Harness","https://github.com/harness/drone","C","85.00","2021","1","Alkeon Capital","1","1","harness/drone","2021-01-01 00:00:00","https://techcrunch.com/2021/01/14/harness-snags-85m-series-c-on-1-7b-valuation-as-revenue-grows-3x/"
"189","HashiCorp","https://github.com/hashicorp","E","175.00","2020","3","Frankin Templeton","0","1","hashicorp","2020-03-01 00:00:00","http://www.globenewswire.com/news-release/2020/03/16/2001541/0/en/HashiCorp-Raises-175-Million-in-Series-E-Funding-to-Support-Multi-Cloud-Transformation-for-Global-Enterprises.html"
"190","Hasura","https://github.com/hasura","A","9.70","2020","2","Vertex","0","1","hasura","2020-02-01 00:00:00","https://techcrunch.com/2020/02/26/hasura-raises-9-9m-series-a-to-simplify-graphql-for-developers/"
"191","Hasura","https://github.com/hasura","B","25.00","2020","9","Lightspeed","0","1","hasura","2020-09-01 00:00:00","https://hasura.io/blog/announcing-our-series-b-25m-financing/"
"192","Hasura","https://github.com/hasura","C","100.00","2022","2","Greenoaks Capital","0","1","hasura","2022-02-01 00:00:00","https://hasura.io/blog/seriesc-100m-graphql-for-everyone/"
"193","Heartex","https://github.com/heartexlabs/label-studio","A","25.00","2022","5","Redpoint Ventures","1","1","heartexlabs/label-studio","2022-05-01 00:00:00","https://heartex.com/blog/from-20-000-ft-to-25m-how-heartex-is-driving-the-data-centric-ai-movement"
"194","Helios","https://github.com/open-telemetry","Seed","5.00","2022","7","Entree Capital, Amiti VC","0","1","open-telemetry","2022-07-01 00:00:00","https://techcrunch.com/2022/06/29/helios-wants-to-tame-the-microservices-development-chaos/"
"195","HiveMQ","https://github.com/hivemq","A","40.00","2022","5","Molten Ventures","0","1","hivemq","2022-05-01 00:00:00","https://www.hivemq.com/news/hivemq-serie-a-funding-announcement/"
"196","HiveMQ","https://github.com/hivemq","Seed","11.30","2021","5","Earlybird, Senovo","0","1","hivemq","2021-05-01 00:00:00","https://www.hivemq.com/blog/hivemq-is-ready-for-lift-off/"
"197","Hoppscotch","https://github.com/hoppscotch/hoppscotch","Seed","3.00","2021","12","OSS Capital","1","1","hoppscotch/hoppscotch","2021-12-01 00:00:00","https://hoppscotch.notion.site/3e0757e531264cdaa0c81edf69f86d3e"
"198","Hugging Face","https://github.com/huggingface/transformers","C","100.00","2022","5","Lux Capital","1","1","huggingface/transformers","2022-05-01 00:00:00","https://huggingface.co/blog/series-c"
"199","Hugging Face","https://github.com/huggingface/transformers","B","40.00","2021","3","Addition","1","1","huggingface/transformers","2021-03-01 00:00:00","https://twitter.com/huggingface/status/1370031155261607936"
"200","Hummingbot","https://github.com/CoinAlpha/hummingbot","A","8.00","2021","6","Initialized","1","1","CoinAlpha/hummingbot","2021-06-01 00:00:00","https://hummingbot.io/blog/hummingbot-series-a-initalized-capital"
"201","Imply","https://github.com/apache/druid","D","100.00","2022","5","Thoma Bravo","1","1","apache/druid","2022-05-01 00:00:00","https://imply.io/blog/imply-raises-100mm-in-series-d-funding/"
"202","Imply","https://github.com/apache/druid","C","70.00","2021","6","Bessemer","1","1","apache/druid","2021-06-01 00:00:00","https://imply.io/post/imply-raises-70mm-in-series-c-funding"
"203","Infracost","https://github.com/infracost/infracost","Seed","2.20","2021","9","Sequoia Capital","1","1","infracost/infracost","2021-09-01 00:00:00","https://www.infracost.io/blog/infracost-sequoia-seed"
"204","InfuseAl","https://github.com/InfuseAI/primehub","A","4.30","2021","4","Wistron","1","1","InfuseAI/primehub","2021-04-01 00:00:00","https://techcrunch.com/2021/04/05/taiwan-based-mlops-startup-infuseai-raises-4-3m-series-a-led-by-wistron-corporation/"
"205","Inrupt","https://github.com/solid","A","30.00","2021","12","Forte Ventures","0","1","solid","2021-12-01 00:00:00","https://techcrunch.com/2021/12/09/tim-berners-lee-inrupt-fundraise/"
"206","Intrigue","Intrigue","Seed","2.00","2021","4","LiveOak","0","0","","2021-04-01 00:00:00","https://www.prnewswire.com/news-releases/intrigue-raises-2m-to-secure-the-enterprise-through-attack-surface-management-301267603.html"
"207","Island","https://github.com/chromium/chromium","B","115.00","2022","3","Insight Partners","1","1","chromium/chromium","2022-03-01 00:00:00","https://www.businesswire.com/news/home/20220323005242/en/Island-Raises-115-Million-in-Series-B-Funding-to-Enable-Massive-Innovation-on-Enterprise-Browser"
"208","Isovalent","https://github.com/cilium","A","29.00","2020","11","Andreessen Horowitz","0","1","cilium","2020-11-01 00:00:00","https://cilium.io/blog/2020/11/10/ebpf-future-of-networking/"
"209","JiHu","Gitlab China","A","15.00","2022","4","Temasek Holdings","0","0","","2022-04-01 00:00:00","https://www.ngpcap.com/insights/jihu-gitlab-announced-hundreds-of-millions-of-rmb-in-series-a-financing-to-accelerate-the-devops-open-source-ecosystem-development-in-china"
"210","Jina AI","https://github.com/jina-ai/jina","A","30.00","2021","11","Canaan Partners","1","1","jina-ai/jina","2021-11-01 00:00:00","https://jina.ai/blog/jina-funding/"
"211","Jistu","https://github.com/jitsucom/jitsu","Seed","2.00","2020","12","Costanoa","1","1","jitsucom/jitsu","2020-12-01 00:00:00","https://medium.com/jitsu/the-origin-of-jitsu-b47c4b99cece"
"212","Joget","https://github.com/jogetworkflow/jw-community","Seed","2.20","2022","1","Private","1","1","jogetworkflow/jw-community","2022-01-01 00:00:00","https://finance.yahoo.com/news/no-code-low-code-software-205800977.html"
"213","Jscrambler","JavaScript","A","15.00","2021","9","Ace Capital Partners","0","0","","2021-09-01 00:00:00","https://blog.jscrambler.com/jscrambler-raises-15-million-in-series-a-funding-to-rewrite-the-rules-of-website-security/"
"214","Julia Computing","https://github.com/JuliaLang","A","24.00","2021","7","Dorilton","0","1","JuliaLang","2021-07-01 00:00:00","https://juliacomputing.com/media/2021/07/series-a/"
"215","Katana","https://github.com/KatanaGraph/katana","A","28.50","2021","2","Intel Capital","1","1","KatanaGraph/katana","2021-02-01 00:00:00","https://katanagraph.com/news/series-a-round"
"216","Komodor","https://github.com/kubernetes/kubernetes","B","42.00","2022","5","Tiger Global","1","1","kubernetes/kubernetes","2022-05-01 00:00:00","https://twitter.com/Komodor_com/status/1524743187071483905"
"217","Komodor","https://github.com/kubernetes/kubernetes","A","21.00","2021","6","Accel","1","1","kubernetes/kubernetes","2021-06-01 00:00:00","https://komodor.com/blog/raising-25-million-to-redefine-kubernetes-troubleshooting/"
"218","Kong","https://github.com/Kong/kong","D","100.00","2021","2","Tiger Global","1","1","Kong/kong","2021-02-01 00:00:00","https://konghq.com/blog/announcing-100m-series-d-funding-to-accelerate-cloud-connectivity"
"219","KSOC","https://github.com/kubernetes/kubernetes","Seed","6.00","2022","2",".406 Ventures","1","1","kubernetes/kubernetes","2022-02-01 00:00:00","https://blog.ksoc.com/ksoc-our-story/"
"220","Kubecost","https://github.com/kubernetes/kubernetes","Seed","5.50","2021","3","First Round","1","1","kubernetes/kubernetes","2021-03-01 00:00:00","http://blog.kubecost.com/blog/announcing-kubecost-first-round/"
"221","Kubecost","https://github.com/kubernetes/kubernetes","A","25.00","2022","2","Coatue","1","1","kubernetes/kubernetes","2022-02-01 00:00:00","https://blog.kubecost.com/blog/series-a-funding-announcement/"
"222","Kubermatic","https://github.com/kubernetes/kubernetes","Seed","6.00","2021","11","Nauta","1","1","kubernetes/kubernetes","2021-11-01 00:00:00","https://www.kubermatic.com/blog/kubermatic-raises-6m-in-seed-funding-to-accelerate-growth-automation/"
"223","Kyligence","https://github.com/apache/kylin","D","70.00","2021","4","SPDB","1","1","apache/kylin","2021-04-01 00:00:00","https://martechseries.com/analytics/kyligence-raises-70-million-series-d-funding-round/"
"224","Last Energy","Open-100","Seed","3.00","2020","3","First Round","0","0","","2020-03-01 00:00:00","https://venturebeat.com/2020/02/25/last-energy-raises-3-million-to-fight-climate-change-with-nuclear-energy/"
"225","LibLab","https://github.com/liblaber/sdk-code-gen","A","42.00","2022","6","Insight Partners","1","1","liblaber/sdk-code-gen","2022-06-01 00:00:00","https://techcrunch.com/2022/06/08/liblab-raises-42m-to-launch-its-sdk-as-a-service-platform/"
"226","Lightbend","https://github.com/scala","D","25.00","2020","3","Dell Technologies Capital","0","1","scala","2020-03-01 00:00:00","https://www.lightbend.com/company/news/lightbend-raises-25m-for-deployment-of-new-cloud-native-applications"
"227","Lightning AI","https://github.com/pytorch/pytorch","B","40.00","2022","6","Coatue","1","1","pytorch/pytorch","2022-06-01 00:00:00","https://www.globenewswire.com/news-release/2022/06/16/2464036/0/en/PyTorch-Lightning-Creator-Lightning-AI-Launches-Open-Source-Platform-and-Raises-40-Million-Series-B-to-Reinvent-the-Way-AI-is-Built.html"
"228","Loft","https://github.com/kubernetes/kubernetes","Seed","4.60","2021","9","Fusion Fund","1","1","kubernetes/kubernetes","2021-09-01 00:00:00","https://loft.sh/blog/loft-labs-raises-4.6-million-seed-funding-to-scale-up-self-service-access-to-kubernetes-for-engineering-teams/"
"229","Logseq","https://github.com/logseq/logseq","Seed","4.10","2022","5","Patrick Collison","1","1","logseq/logseq","2022-05-01 00:00:00","https://blog.logseq.com/logseq-raises-4-1m-to-accelerate-growth-of-the-new-world-knowledge-graph/"
"230","LottieFiles","https://github.com/LottieFiles","B","37.00","2022","5","Square Peg Capital","0","1","LottieFiles","2022-05-01 00:00:00","https://lottiefiles.com/blog/updates/announcing-37-million-series-b-funding"
"231","LottieFiles","https://github.com/LottieFiles","A","9.00","2021","3","M12","0","1","LottieFiles","2021-03-01 00:00:00","https://techcrunch.com/2021/01/27/lottiefiles-a-platform-for-the-animation-format-lands-9-million-series-a-led-by-m12-microsofts-venture-fund/"
"232","Mapped","Mapped","Seed","6.50","2021","7","MetaProp, Allegiance","0","0","","2021-07-01 00:00:00","https://venturebeat.com/2021/06/29/mapped-raises-6-5m-to-build-api-for-the-digital-twin-of-data-infrastructure/"
"233","MariaDB","https://github.com/mariadb","C","25.00","2020","7","SmartFin","0","1","mariadb","2020-07-01 00:00:00","https://techcrunch.com/2020/07/09/mariadb-raises-25m-more-to-expand-its-skysql-cloud-database-platform/"
"234","MariaDB","https://github.com/mariadb","D","104.00","2022","2","Angel Pond Holdings Corp.","0","1","mariadb","2022-02-01 00:00:00","https://www.zdnet.com/article/mariadb-announces-intent-to-go-public/"
"235","Materialize","https://github.com/MaterializeInc/materialize","C","60.00","2021","10","Redpoint Ventures","1","1","MaterializeInc/materialize","2021-10-01 00:00:00","https://materialize.com/materialize-raises-a-series-c/"
"236","Materialize","https://github.com/MaterializeInc/materialize","B","40.00","2020","11","Kleiner Perkins","1","1","MaterializeInc/materialize","2020-11-01 00:00:00","https://materialize.com/materialize-series-b/"
"237","MayaData","https://github.com/openebs/openebs","A","26.00","2020","2","Insight Partners","1","1","openebs/openebs","2020-02-01 00:00:00","https://blocksandfiles.com/2020/02/04/mayadata-gets-funding-datacore-technology-and-resell-boost-for-its-kubernetes-storage/"
"238","Medusa","https://github.com/medusajs/medusa","Seed","8.00","2022","7","LocalGlobe, Dawn Capital","1","1","medusajs/medusa","2022-07-01 00:00:00","https://medusajs.com/blog/announcement-8m-usd-seed-round-to-build-the-leading-ecom-platform-for-devs/"
"239","MeiliSearch","https://github.com/meilisearch/meilisearch","Seed","5.00","2022","1","CRV","1","1","meilisearch/meilisearch","2022-01-01 00:00:00","https://blog.meilisearch.com/meilisearch-raised-5meu-seed-fundraising/"
"240","Meltano","https://github.com/meltano/meltano","Seed","12.40","2022","6","Venrock","1","1","meltano/meltano","2022-06-01 00:00:00","https://meltano.com/blog/meet-meltano-2-0/"
"241","Meltano","https://github.com/meltano/meltano","Seed","4.20","2021","6","GV","1","1","meltano/meltano","2021-06-01 00:00:00","https://meltano.com/blog/?s=SEED"
"242","Meltano","https://github.com/meltano/meltano","Seed","4.20","2021","7","GV","1","1","meltano/meltano","2021-07-01 00:00:00","https://meltano.com/blog/2021/06/30/meltano-spins-out-of-gitlab-raises-seed-round/"
"243","Memfault","https://github.com/memfault","A","8.50","2021","3","Partech","0","1","memfault","2021-03-01 00:00:00","https://memfault.com/news/memfault-raises-8-5m-in-series-a-funding-to-expand-the-first-end-to-end-observability-platform-for-iot-devices/"
"244","Meroxa","https://github.com/apache/kafka","A","15.00","2021","4","Drive Capital","1","1","apache/kafka","2021-04-01 00:00:00","https://medium.com/meroxa/hello-world-meroxa-style-91a5ffe0ba62"
"245","Metabase","https://github.com/metabase/metabase","B","30.00","2021","8","Insight Partners","1","1","metabase/metabase","2021-08-01 00:00:00","https://techcrunch.com/2021/08/19/insight-partners-leads-30m-round-into-metabase-developing-enterprise-business-intelligence-tools/"
"246","Metaphor","https://github.com/datahub-project/datahub","Seed","5.30","2020","12","Andreessen Horowitz","1","1","datahub-project/datahub","2020-12-01 00:00:00","https://pardhugunnam.medium.com/announcing-metaphor-data-c86170c81202"
"247","MindsDB","https://github.com/mindsdb/mindsdb","Seed","7.60","2021","11","Walden Catalyst","1","1","mindsdb/mindsdb","2021-11-01 00:00:00","https://mindsdb.com/newsroom/press-release-mindsdb-announces-7-6m-total-seed-funding-partners-with-snowflake-singlestore-datastax/"
"248","MindsDB","https://github.com/mindsdb/mindsdb","Seed","4.00","2020","5","OpenOcean","1","1","mindsdb/mindsdb","2020-05-01 00:00:00","https://venturebeat.com/2020/04/16/mindsdb-raises-3-million-for-open-source-automated-machine-learning/"
"249","MinIO","https://github.com/minio/minio","B","103.00","2022","1","Intel Capital","1","1","minio/minio","2022-01-01 00:00:00","https://blog.min.io/ab_seriesb/?utm_content=195608757"
"250","Mintlify","https://github.com/mintlify/writer","Seed","2.80","2022","6","Bain Capital Ventures","1","1","mintlify/writer","2022-06-01 00:00:00","https://twitter.com/mintlify/status/1531286030883627015"
"251","Modular","https://github.com/llvm/llvm-project","Seed","30.00","2022","7","GV","1","1","llvm/llvm-project","2022-07-01 00:00:00","https://www.modular.com/blog/the-case-for-a-next-generation-ai-developer-platform"
